"uri","term","context","suggestion","source","disambiguation"
"http://data.europa.eu/c4p/data/t_19_fr","Gringo","péjoratif Étranger, spécialement Américain des États-Unis, pour les Latino-Américains.","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","“Gringo,” in Dico En Ligne Le Robert n.d., accessed April 3, 2024, https://dictionnaire.lerobert.com/definition/gringo.","0"
"http://data.europa.eu/c4p/data/t_37_fr","Femme racisée","L'adjectif racisé découle du mot racisation, concept sociologique qui désigne le processus par lequel une personne est caractérisée par son appartenance (supposée) à une race humaine. Ce terme a néanmoins fait l'objet de polémiques liées à son emploi par divers groupes militants, qui l'utilisent pour désigner toute personne « non-blanche », faisant donc partie d'un discours raciste. Du fait de son caractère controversé, il est donc préférable de ne pas employer le terme « racisé » pour désigner des personnes « non blanches ».","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","“Wikipédia:Termes À Utiliser Avec Précaution” Wikipedia, n.d., accessed April 3, 2024, https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Termes_%C3%A0_utiliser_avec_pr%C3%A9caution.","0"
"http://data.europa.eu/c4p/data/t_38_fr","Homme racisé","L'adjectif racisé découle du mot racisation, concept sociologique qui désigne le processus par lequel une personne est caractérisée par son appartenance (supposée) à une race humaine. Ce terme a néanmoins fait l'objet de polémiques liées à son emploi par divers groupes militants, qui l'utilisent pour désigner toute personne « non-blanche », faisant donc partie d'un discours raciste. Du fait de son caractère controversé, il est donc préférable de ne pas employer le terme « racisé » pour désigner des personnes « non blanches ».","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","“Wikipédia:Termes À Utiliser Avec Précaution” Wikipedia, n.d., accessed April 3, 2024, https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Termes_%C3%A0_utiliser_avec_pr%C3%A9caution.","0"
"http://data.europa.eu/c4p/data/t_43_fr","Travelo","Terme péjoratif pour désigner un homme qui s'habille avec des vétèments féminins, en référence au terme travesti.","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","“travelo,” in Dictionnaire De Français Larousse, n.d., accessed April 3, 2024, https://www.larousse.fr/dictionnaires/francais/travelo/79302.","0"
"http://data.europa.eu/c4p/data/t_13_fr","Enjuiver","Injurieux, raciste, vieilli. Imprégner quelqu'un, un groupe de l'influence juive.","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","“enjuiver,” in Dictionnaire De Français Larousse, n.d., accessed April 3, 2024, https://www.larousse.fr/dictionnaires/francais/enjuiver/29635.","0"
"http://data.europa.eu/c4p/data/t_26_fr","Pays pauvre","Les pays sont réduits à leur PIB, alors qu’ils peuvent être « riches » de leurs matières premières ou dela connaissance qu’ils développeraient si les rapports commerciaux et de force étaient équitables. L’utilisation des notions de riche/pauvre suscite rapidement la même association que les notions de Nord et Sud.","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","11.11.11 et al., “La décolonisation, c’est maintenant !,” 2021, accessed April 3, 2024, https://11.be/sites/default/files/2021-11/20210928-FR-guide-d-inspiration-decolonisation-inspiratiegids-dekoloniseren-nu.pdf.","0"
"http://data.europa.eu/c4p/data/t_29_fr","Personne de couleur","L’expression « personne de couleur », quant à elle, est extrêmement problématique, car elle était très utilisée dans les périodes de ségrégation aux États-Unis où « colored » s’opposait au « white », qui définissait la norme.","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","Naya Ali, “Comprendre Le Racisme Ordinaire En Six Leçons,” Madmoizelle, June 1, 2015, accessed April 3, 2024, https://www.madmoizelle.com/racisme-ordinaire-lecons-amie-noire-372273.","0"
"http://data.europa.eu/c4p/data/t_30_fr","Femme de couleur","L’expression « personne de couleur », quant à elle, est extrêmement problématique, car elle était très utilisée dans les périodes de ségrégation aux États-Unis où « colored » s’opposait au « white », qui définissait la norme.","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","Naya Ali, “Comprendre Le Racisme Ordinaire En Six Leçons,” Madmoizelle, June 1, 2015, accessed April 3, 2024, https://www.madmoizelle.com/racisme-ordinaire-lecons-amie-noire-372273.","0"
"http://data.europa.eu/c4p/data/t_31_fr","Homme de couleur","L’expression « personne de couleur », quant à elle, est extrêmement problématique, car elle était très utilisée dans les périodes de ségrégation aux États-Unis où « colored » s’opposait au « white », qui définissait la norme.","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","Naya Ali, “Comprendre Le Racisme Ordinaire En Six Leçons,” Madmoizelle, June 1, 2015, accessed April 3, 2024, https://www.madmoizelle.com/racisme-ordinaire-lecons-amie-noire-372273.","0"
"http://data.europa.eu/c4p/data/t_32_fr","Personne pauvre","Les personnes sont ainsi réduites à une situation externe dans laquelle elles se trouvent. L’utilisation des notions de riche/pauvre suscite rapidement la même association que les notions de Nord et Sud.","Utiliser la terminologie employée et acceptée comme respectueuse par les membres de la communauté eux-mêmes.","11.11.11 et al., “La décolonisation, c’est maintenant !,” 2021, accessed April 3, 2024, https://11.be/sites/default/files/2021-11/20210928-FR-guide-d-inspiration-decolonisation-inspiratiegids-dekoloniseren-nu.pdf.","0"
